eventID,occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementMethod
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-15,IYS2022-NW-2-5-CanTrawl-1-15-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.92,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-15,IYS2022-NW-2-5-CanTrawl-1-15-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-16,IYS2022-NW-2-5-CanTrawl-1-16-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-16,IYS2022-NW-2-5-CanTrawl-1-16-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,42.7,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-16,IYS2022-NW-2-5-CanTrawl-1-16-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.95,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-16,IYS2022-NW-2-5-CanTrawl-1-16-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-17,IYS2022-NW-2-5-CanTrawl-1-17-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-17,IYS2022-NW-2-5-CanTrawl-1-17-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,39.2,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-17,IYS2022-NW-2-5-CanTrawl-1-17-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.68,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-17,IYS2022-NW-2-5-CanTrawl-1-17-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-18,IYS2022-NW-2-5-CanTrawl-1-18-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-18,IYS2022-NW-2-5-CanTrawl-1-18-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,38.6,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-18,IYS2022-NW-2-5-CanTrawl-1-18-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.63,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-18,IYS2022-NW-2-5-CanTrawl-1-18-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-19,IYS2022-NW-2-5-CanTrawl-1-19-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-19,IYS2022-NW-2-5-CanTrawl-1-19-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,44.9,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-19,IYS2022-NW-2-5-CanTrawl-1-19-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1.08,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-19,IYS2022-NW-2-5-CanTrawl-1-19-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-20,IYS2022-NW-2-5-CanTrawl-1-20-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-20,IYS2022-NW-2-5-CanTrawl-1-20-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,39.4,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-20,IYS2022-NW-2-5-CanTrawl-1-20-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.65,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-20,IYS2022-NW-2-5-CanTrawl-1-20-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-21,IYS2022-NW-2-5-CanTrawl-1-21-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-21,IYS2022-NW-2-5-CanTrawl-1-21-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,48.8,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-21,IYS2022-NW-2-5-CanTrawl-1-21-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1.05,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-21,IYS2022-NW-2-5-CanTrawl-1-21-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-22,IYS2022-NW-2-5-CanTrawl-1-22-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-22,IYS2022-NW-2-5-CanTrawl-1-22-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,47.3,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-22,IYS2022-NW-2-5-CanTrawl-1-22-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1.22,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-22,IYS2022-NW-2-5-CanTrawl-1-22-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-23,IYS2022-NW-2-5-CanTrawl-1-23-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-23,IYS2022-NW-2-5-CanTrawl-1-23-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,34.2,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-23,IYS2022-NW-2-5-CanTrawl-1-23-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.47,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-5-CanTrawl,IYS2022-NW-2-5-CanTrawl-1-23,IYS2022-NW-2-5-CanTrawl-1-23-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-1,IYS2022-NW-2-6-CanTrawl-2-1-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-1,IYS2022-NW-2-6-CanTrawl-2-1-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,51.2,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-1,IYS2022-NW-2-6-CanTrawl-2-1-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1.47,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-1,IYS2022-NW-2-6-CanTrawl-2-1-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-2,IYS2022-NW-2-6-CanTrawl-2-2-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-2,IYS2022-NW-2-6-CanTrawl-2-2-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,40.5,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-2,IYS2022-NW-2-6-CanTrawl-2-2-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.7,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-2,IYS2022-NW-2-6-CanTrawl-2-2-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-3,IYS2022-NW-2-6-CanTrawl-2-3-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-3,IYS2022-NW-2-6-CanTrawl-2-3-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,36.8,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-3,IYS2022-NW-2-6-CanTrawl-2-3-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.49,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-3,IYS2022-NW-2-6-CanTrawl-2-3-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-4,IYS2022-NW-2-6-CanTrawl-2-4-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-4,IYS2022-NW-2-6-CanTrawl-2-4-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,39.8,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-4,IYS2022-NW-2-6-CanTrawl-2-4-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.58,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-4,IYS2022-NW-2-6-CanTrawl-2-4-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-5,IYS2022-NW-2-6-CanTrawl-2-5-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-5,IYS2022-NW-2-6-CanTrawl-2-5-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,39.6,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-5,IYS2022-NW-2-6-CanTrawl-2-5-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.6,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-5,IYS2022-NW-2-6-CanTrawl-2-5-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-6,IYS2022-NW-2-6-CanTrawl-2-6-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-6,IYS2022-NW-2-6-CanTrawl-2-6-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,40.3,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-6,IYS2022-NW-2-6-CanTrawl-2-6-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.63,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-6,IYS2022-NW-2-6-CanTrawl-2-6-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-7,IYS2022-NW-2-6-CanTrawl-2-7-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-7,IYS2022-NW-2-6-CanTrawl-2-7-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,38.9,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-7,IYS2022-NW-2-6-CanTrawl-2-7-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.62,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-7,IYS2022-NW-2-6-CanTrawl-2-7-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-8,IYS2022-NW-2-6-CanTrawl-2-8-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-8,IYS2022-NW-2-6-CanTrawl-2-8-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,45.8,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-8,IYS2022-NW-2-6-CanTrawl-2-8-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.98,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-8,IYS2022-NW-2-6-CanTrawl-2-8-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-9,IYS2022-NW-2-6-CanTrawl-2-9-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-9,IYS2022-NW-2-6-CanTrawl-2-9-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,36.4,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-9,IYS2022-NW-2-6-CanTrawl-2-9-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.46,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-9,IYS2022-NW-2-6-CanTrawl-2-9-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-10,IYS2022-NW-2-6-CanTrawl-2-10-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-10,IYS2022-NW-2-6-CanTrawl-2-10-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,47.8,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-10,IYS2022-NW-2-6-CanTrawl-2-10-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1.09,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-10,IYS2022-NW-2-6-CanTrawl-2-10-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Female,http://vocab.nerc.ac.uk/collection/S10/current/S102/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-11,IYS2022-NW-2-6-CanTrawl-2-11-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-11,IYS2022-NW-2-6-CanTrawl-2-11-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,43.7,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-11,IYS2022-NW-2-6-CanTrawl-2-11-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.84,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-11,IYS2022-NW-2-6-CanTrawl-2-11-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-12,IYS2022-NW-2-6-CanTrawl-2-12-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-12,IYS2022-NW-2-6-CanTrawl-2-12-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,36.4,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-12,IYS2022-NW-2-6-CanTrawl-2-12-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.44,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-12,IYS2022-NW-2-6-CanTrawl-2-12-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-13,IYS2022-NW-2-6-CanTrawl-2-13-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-13,IYS2022-NW-2-6-CanTrawl-2-13-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,37.8,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-13,IYS2022-NW-2-6-CanTrawl-2-13-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.55,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-13,IYS2022-NW-2-6-CanTrawl-2-13-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-14,IYS2022-NW-2-6-CanTrawl-2-14-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-14,IYS2022-NW-2-6-CanTrawl-2-14-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,44.9,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-14,IYS2022-NW-2-6-CanTrawl-2-14-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.81,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-14,IYS2022-NW-2-6-CanTrawl-2-14-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-15,IYS2022-NW-2-6-CanTrawl-2-15-Lifestage,Lifestage,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,Immature,http://vocab.nerc.ac.uk/collection/S11/current/S1171/,,,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-15,IYS2022-NW-2-6-CanTrawl-2-15-Length,Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,39.8,,centimeters,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-15,IYS2022-NW-2-6-CanTrawl-2-15-Weight,Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,0.56,,kilograms,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,
IYS2022-NW-2-6-CanTrawl,IYS2022-NW-2-6-CanTrawl-2-15,IYS2022-NW-2-6-CanTrawl-2-15-Sex,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Male,https://vocab.nerc.ac.uk/collection/S10/current/S103/,,,
