eventID,occurrenceID,scientificName,verbatimIdentification,scientificNameID,scientificNameAuthorship,taxonomicStatus,taxonRank,sex,lifeStage,vernacularName,identificationQualifier,kingdom,phylum,class,order,family,genus,specificEpithet,basisOfRecord,occurrenceStatus
IYS2022-NW-2-8-CanTrawl,IYS2022-NW-2-8-CanTrawl-3-11,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-11-CanTrawl,IYS2022-NW-2-11-CanTrawl-2-9,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-13,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-14,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-15,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-16,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-17,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-18,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-19,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-20,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-21,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-22,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-12-CanTrawl,IYS2022-NW-2-12-CanTrawl-5-23,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-1,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-2,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-3,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-4,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-5,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-6,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-7,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-8,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-9,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-10,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-11,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-12,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-13,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-14,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-15,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-16,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-17,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-18,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-19,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-20,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-21,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-22,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-23,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-24,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-25,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-13-CanTrawl,IYS2022-NW-2-13-CanTrawl-4-26,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-14-CanTrawl,IYS2022-NW-2-14-CanTrawl-2-27,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-14-CanTrawl,IYS2022-NW-2-14-CanTrawl-2-28,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-14-CanTrawl,IYS2022-NW-2-14-CanTrawl-2-29,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-14-CanTrawl,IYS2022-NW-2-14-CanTrawl-2-30,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-14-CanTrawl,IYS2022-NW-2-14-CanTrawl-2-31,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-14-CanTrawl,IYS2022-NW-2-14-CanTrawl-2-32,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-14-CanTrawl,IYS2022-NW-2-14-CanTrawl-2-33,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-14-CanTrawl,IYS2022-NW-2-14-CanTrawl-2-34,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-1,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-2,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-3,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-4,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-5,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-6,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-7,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-8,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-9,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-10,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-11,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-12,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-13,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-14,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-15,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-16,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-17,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-18,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-19,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-20,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-21,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-22,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-23,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-24,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-15-CanTrawl,IYS2022-NW-2-15-CanTrawl-3-25,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-16-CanTrawl,IYS2022-NW-2-16-CanTrawl-4-1,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-16-CanTrawl,IYS2022-NW-2-16-CanTrawl-4-2,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Male,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-16-CanTrawl,IYS2022-NW-2-16-CanTrawl-4-3,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-16-CanTrawl,IYS2022-NW-2-16-CanTrawl-4-5,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-16-CanTrawl,IYS2022-NW-2-16-CanTrawl-4-6,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
IYS2022-NW-2-16-CanTrawl,IYS2022-NW-2-16-CanTrawl-4-7,Oncorhynchus keta,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,"(Walbaum, 1792)",accepted,Species,Female,Immature,Chum salmon,,Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,HumanObservation,present
